<pad>|0
<sos>|1
<eos>|2
<blank>|3
<unk>|4
磋|5
甘|6
菰|7
乒|8
退|9
峡|10
豫|11
遍|12
唉|13
籍|14
尧|15
匙|16
脖|17
俑|18
焰|19
铬|20
灌|21
喘|22
莫|23
模|24
劲|25
悄|26
壤|27
纱|28
埃|29
络|30
尾|31
正|32
啷|33
炳|34
胎|35
友|36
美|37
兔|38
洱|39
醒|40
熟|41
惕|42
国|43
臂|44
习|45
偕|46
之|47
揆|48
痛|49
源|50
蓝|51
抑|52
域|53
掺|54
熙|55
勿|56
富|57
盘|58
龈|59
娱|60
和|61
椎|62
愤|63
渐|64
历|65
胧|66
定|67
仿|68
栖|69
塌|70
知|71
吕|72
脆|73
惯|74
据|75
严|76
威|77
肮|78
私|79
嗽|80
姨|81
罔|82
第|83
其|84
茶|85
套|86
序|87
洞|88
什|89
凄|90
百|91
彩|92
嚎|93
锻|94
糠|95
操|96
琳|97
炎|98
顽|99
牧|100
闹|101
跟|102
唯|103
舞|104
阎|105
跷|106
湘|107
给|108
咛|109
沙|110
都|111
启|112
她|113
痴|114
溪|115
款|116
稀|117
养|118
刃|119
棚|120
宾|121
拐|122
季|123
啡|124
民|125
俏|126
每|127
斌|128
音|129
渣|130
均|131
颖|132
狼|133
童|134
尝|135
嗡|136
超|137
宣|138
考|139
何|140
敖|141
投|142
蒋|143
近|144
盼|145
他|146
牺|147
糟|148
吾|149
踹|150
义|151
旬|152
站|153
衬|154
耕|155
被|156
助|157
娼|158
呵|159
技|160
丽|161
桠|162
媒|163
侯|164
嚓|165
插|166
也|167
蔓|168
篓|169
坚|170
片|171
语|172
冠|173
郎|174
穷|175
礁|176
戏|177
声|178
围|179
侵|180
侠|181
汤|182
祖|183
钦|184
喇|185
窑|186
官|187
扼|188
庇|189
誉|190
柔|191
饼|192
白|193
耍|194
磊|195
瓜|196
贪|197
的|198
放|199
渗|200
帕|201
冬|202
内|203
缕|204
翁|205
榻|206
流|207
塑|208
械|209
璃|210
浚|211
改|212
萎|213
檀|214
肃|215
尔|216
企|217
忐|218
炒|219
把|220
屠|221
矽|222
签|223
服|224
瓦|225
翠|226
醋|227
奠|228
象|229
乌|230
下|231
标|232
寒|233
猩|234
敷|235
谤|236
形|237
蹦|238
弄|239
征|240
庆|241
愣|242
面|243
刻|244
集|245
静|246
群|247
许|248
搅|249
那|250
波|251
树|252
二|253
愧|254
浮|255
羡|256
贮|257
上|258
存|259
赴|260
忙|261
蹄|262
咏|263
任|264
刷|265
球|266
惧|267
核|268
针|269
杭|270
科|271
睑|272
八|273
搓|274
灵|275
闯|276
卜|277
对|278
袭|279
札|280
心|281
烧|282
姊|283
踏|284
腔|285
敌|286
捆|287
孵|288
污|289
仙|290
试|291
邵|292
另|293
乱|294
缓|295
镁|296
抢|297
蛇|298
珍|299
荀|300
潜|301
峋|302
印|303
咱|304
桃|305
墓|306
姓|307
降|308
巷|309
永|310
策|311
腥|312
羔|313
遭|314
涨|315
道|316
龄|317
封|318
腿|319
频|320
到|321
冻|322
周|323
尖|324
咕|325
断|326
汉|327
饺|328
炸|329
蝇|330
基|331
破|332
遇|333
附|334
碎|335
株|336
臣|337
射|338
田|339
湖|340
砸|341
瘟|342
藩|343
揣|344
学|345
施|346
果|347
缫|348
浑|349
亩|350
桂|351
资|352
牵|353
捧|354
同|355
奥|356
秘|357
戒|358
宙|359
蒲|360
岭|361
茫|362
镇|363
再|364
庞|365
泥|366
瑛|367
仪|368
苦|369
沫|370
职|371
铎|372
茬|373
邓|374
馁|375
七|376
呆|377
埔|378
迪|379
吟|380
构|381
吗|382
殊|383
繁|384
奴|385
吃|386
遥|387
嫣|388
缺|389
诗|390
咸|391
前|392
睹|393
宛|394
芯|395
跃|396
穿|397
儿|398
爷|399
颁|400
辽|401
坤|402
皇|403
赠|404
嚼|405
笔|406
邛|407
供|408
吸|409
困|410
葬|411
撑|412
颜|413
朋|414
橡|415
右|416
宁|417
蝶|418
抹|419
卑|420
驰|421
董|422
典|423
辉|424
来|425
灯|426
喷|427
概|428
旱|429
矩|430
堤|431
北|432
夺|433
朵|434
屈|435
瀑|436
增|437
带|438
蜿|439
枝|440
亡|441
哨|442
摭|443
池|444
假|445
议|446
护|447
鹿|448
帽|449
创|450
密|451
腹|452
酥|453
扯|454
杨|455
娃|456
暮|457
股|458
革|459
致|460
势|461
捞|462
呐|463
暴|464
膊|465
瓶|466
吵|467
挪|468
甚|469
姻|470
识|471
败|472
胭|473
丢|474
曾|475
浆|476
胶|477
族|478
乖|479
趾|480
簸|481
钿|482
梨|483
幔|484
询|485
况|486
品|487
泛|488
矫|489
帷|490
淋|491
掩|492
税|493
佤|494
爱|495
枪|496
祝|497
谢|498
洗|499
恶|500
阅|501
吴|502
蒜|503
昨|504
纽|505
慷|506
枚|507
像|508
忽|509
漆|510
灭|511
黄|512
绸|513
口|514
斤|515
铜|516
祸|517
烈|518
腌|519
趴|520
击|521
送|522
讯|523
簇|524
镜|525
专|526
赤|527
醉|528
锐|529
卵|530
捉|531
贤|532
措|533
毋|534
伯|535
辛|536
昭|537
献|538
钝|539
嘲|540
伍|541
究|542
古|543
泉|544
堆|545
了|546
斑|547
疏|548
斯|549
偶|550
晋|551
距|552
砀|553
够|554
状|555
延|556
锨|557
琢|558
虫|559
帐|560
陛|561
游|562
窟|563
英|564
帆|565
席|566
首|567
丛|568
嘈|569
肤|570
婶|571
吩|572
控|573
当|574
力|575
修|576
